topic_num,size,top_words,sample_comments
34,5,"health, digital, improve, br, data, evidence, cdc","perception and reduced harmful use. (Noel et al., Journal of Studies on Alcohol and Drugs, 2023, https://www.jsad.com/doi/10.15288/jsad.2023.84.236)<br/><br/>On Digital Submission and Accessibility<br/><br/>Comment: The proposed expansion of digital and electronic submissions is welcome, but TTB should ensure all forms and submission portals are fully accessible to people with disabilities and ava ||| Including new language reflecting current CDC findings could improve consumer awareness.&rdquo; <br/>- Supporting Evidence: CDC, 2023, alcohol-related harm statistics, https://www.cdc.gov <br/><br/>On Data Collection and Oversight: <br/>- Question: &ldquo;How will TTB verify labeling accuracy and ensure compliance without overburdening small producers?&rdquo; <br/>- Supporting Evidence: GAO, 2021, ||| 2023, https://advocacy.sba.gov/2023/01/17/small-business-access-to-regulatory-information/)<br/><br/>On Data Collection for Health and Equity Monitoring<br/><br/>Comment: Require industry reporting of anonymized production, distribution, and labeling data, disaggregated by region and producer type, to support public health research, address inequities, and monitor the effectiveness of labeling pol"
33,5,"closing, downsizing, winerygenerated, untenable, supplementary, venues, commerce","the approved TTB testing methods are very costly. ETS, a common wine testing lab, charges $400/test which would need to be done per label and year. <br/>Many of our wineries in the not only this state but the region are small family owned farm businesses. Businesses that are already running on very tight budgets. These businesses bring in vital revenue, jobs, and tourism to often very economically ||| financial burden.<br/><br/>Unlike other industries, alcoholic beverage producers face compounded compliance pressures due to a regulatory environment spanning both TTB and FDA jurisdictions. This dual compliance further multiplies costs and administrative complexity, invariably impacting label design, production timelines, and consumer pricing.<br/><br/>The economic consequences extend beyond wine ||| and supplementary agritourism venues rely heavily on winery-generated commerce. Imposing untenable testing and labeling costs risks closing or downsizing many small wineries, dealing a devastating blow to these interconnected local economies.<br/><br/>Additionally, the proposal&rsquo;s emphasis on serving size distinctions distracts from the core issue. The priority should be on the financial viab"
36,5,"distilleries, jump, revenue, hoop, producers, smaller, through","on their menus? I can understand maybe having a requirement that &quot;specialty&quot; such as RTD cocktails at least have an ingredient list, but standard spirits such as bourbon to which nothing may be added after distillation and have no requirement for a formula approval does not make sense. This proposal will severely hurt small producers, and if producers are unable to comply with this propo ||| In 2024 total beverage alcohol volumes declined year over year for the first time in many years. This proposal will increase the decline further and put the alcohol industry into a deeper recession. Is now really the time to implement these changes that will be more difficult on the smaller producers? <br/><br/>Long term this proposal will result in lowered revenue across the board for all produce ||| These requirements are unnecessary and unwanted by any consumer of spirits. It&rsquo;s going to mean another hoop for distilleries to jump through for their products and will hinder them from releasing the special one off/experimental whiskeys many of us enjoy from these smaller distilleries. You&rsquo;d be sound the consumer a disservice by making another expensive hoop for the distilleries to ha"
50,4,"dear, bureau, swiftly, tobacco, statements, finalize, act","RE: Docket No. TTB 2025-0002; Notice 237: Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages<br/><br/>The American Cider Association (ACA) appreciates the opportunity to submit comments on the proposed rulemaking regarding mandatory nutritional, allergen, and ingredient labeling for alcohol beverages. Our association represents more than 1,200 cider and perry  ||| Dear Alcohol and Tobacco Tax and Trade Bureau, <br/><br/>Why wouldn&#39;t I want basic nutrient, calorie and ingredient information on alcoholic beverages - when I get it for any other kind of drink?! Please close this ridiculous loophole in regulation! It is clearly information that consumers want - and which is helpful for making informed purchasing decisions for our health. It is well overdue!< ||| Dear Alcohol and Tobacco Tax and Trade Bureau, <br/><br/>As a U.S. consumer, I do not believe current alcohol labels provide adequate information on alcohol content and nutrition. Please act swiftly to finalize the Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages proposed rule. <br/><br/>I appreciate all the food labeling regulations as I tuly believe haing "
56,4,"sugar, wines, shoppers, which, ldquono, quickly, normal","Knowing how many grams of sugar (separate from carbohydrates) are in wines would actually be a huge help for consumers. There are wines that are marketed as &quot;dry&quot; or &quot;off-dry&quot; that have sugar levels on par with fruit juices, which the consumers currently have no way of knowing. <br/>I would also fully support an exception to nutritional labeling requirements for small producers ||| As a wine professional with 17 years of experience in the United States, I fully support providing consumers with more transparency about the contents of wine. However, certain aspects of this proposal are misguided.<br/><br/>The single most valuable piece of information&mdash;final sugar content&mdash;is merely optional. This is particularly concerning given that large-scale producers frequently  ||| consumers. Wine shoppers should be able to quickly know which wines have added or natural sugars above the normal level for a table wine (about 1-3g/L). Instead, this proposal would require at best, that consumers calculate the calories from alcohol and deduce the sugar content which is an unrealistic expectation<br/><br/>It makes little sense to require labels to list &ldquo;no protein&rdquo; or "
55,4,"right, laws, ethical, food, additives, how, know","also includes the right to privacy and what you do in your own home, is not a matter to anyone else. The right to freedom of choice is essential for all Americans citizens and their families to have and live how they choose. ||| When I pick up a chocolate bar, I can see how many calories and how much sugar it has. I know it&rsquo;s not great for me, but I also know that a couple squares is a small indulgence.<br/><br/>When I pour cereal for my son, I can compare oatmeal to Frosted Flakes and see the difference&mdash;in actual numbers. Thanks to nutrition labeling, I can make informed choices that may influence his behavio ||| empowers people to make informed decisions aligned with their health preferences or dietary restrictions.<br/>&bull; Ethical Consumption: Some consumers avoid synthetic additives, preferring natural or organic products. Labeling supports ethical and lifestyle choices.<br/>⸻<br/>3. Regulatory Consistency<br/>&bull; Alignment with Food Labeling Laws: Most food products are required to disclose all i"
54,4,"chooses, pursuant, agree, don39t, trying, however, even","Alcohol content I agree with listing pursuant to current requirements. That makes sense to me as alcohol content can vary drastically and as a psychoactive drug/depressant would have a direct impact on a safe consumption rate. However, alcohol is a &#39;non-essential&#39; beverage when considering &#39;health benefits&#39;. If a producer chooses to list the caloric and nutritional info to appeal t ||| I agree with listing alcohol content pursuant to current requirements. That makes sense because ABV can vary greatly and has a direct impact on safe consumption. However, alcohol is not a &ldquo;food product&rdquo; and is a non-essential beverage &mdash; trying to regulate it as though it were a packaged grocery item sets a troubling precedent.<br/><br/>If a producer chooses to include calorie or  ||| <br/>While I do agree that people should be aware of what they are consuming, it&#39;s not always an easy and cheap process to have these ingredients regulated.<br/>A better option may be to have the alcohol company provide ingredients on a website rather than the bottle. Again, alcoholic beverages are not regulated by the FDA. Most people don&#39;t even think about calories or any nutritional fac"
52,4,"breweries, reasonable, brbrrequiring, compromise, choosing, budgets, strain","aware of the risks thanks to the existing government warning that is already mandatory. These are responsible adults who are consciously choosing to imbibe with all the existing information. Furthermore, these allergens do not survive the distillation process, and are therefore redundant and unnecessary. This is government overreach due to misplaced good intentions. This should not be instituted. ||| Requiring small breweries to list nutritional facts on their labels would place an undue burden on them, as it would necessitate sending each unique product to a lab for analysis&mdash;an expensive and time-consuming process. Unlike large-scale producers, small breweries often release limited batches or seasonal brews, making repeated testing financially and logistically challenging. This added re ||| strain already tight budgets. <br/><br/>Requiring common allergen ingredients seems to be a reasonable compromise that small breweries would be able to do since it does not require lab testing. There must be guidance on what is required to be listed."
51,4,"online, responsibility, ignores, squeezed, premiums, moreover, amount","Would NOT want additional labeling on alcoholic beverages ||| The cost of implementing such detailed labeling information will quickly drive the small producers out of the market. Moreover, such requirements are unlikely to discourage excessive consumption of alcoholic beverages. Let&#39;s place at least a small amount of responsibility on adult consumers for their decisions. This industry is already being squeezed by insurance premiums, taxes, and regulatio ||| if they do not want to, and producers are creative enough to find ways to create attractive labels while still being honest with their consumers. Citizens deserve to know the contents of what they purchase and consume, whether alcoholic or not. Additionally, to suggest that this information is already online ignores the matter of accessibility. Information may be available online, but it may not b"
53,4,"number, smartphones, internet, standard, older, drinks, drinking","warnings, as well as nutritional information and number of standard drinks.<br/><br/>Regards,<br/>Dr Adam Sherk<br/>Scientist, University of Victoria<br/>Adjunct Associate Professor, School of Public Health and Social Policy ||| create an unnecessary barrier, especially for populations who are older, lower income, live in rural or tribal areas, or have limited access to smartphones or internet services. On-package labeling ensures equity and accessibility for all consumers.<br/><br/>Recommendations to Strengthen the Rule<br/><br/>While this proposal is a major advance, several key improvements would enhance its effectiven ||| in rural or remote regions, older adults, and those without reliable internet or smartphones. In Alaska, this is particularly relevant where broadband access is limited and supply chains are complex.<br/>2.<span style='padding-left: 30px'></span>Include Number of Standard Drinks and DGA Guidance<br/>To support informed drinking decisions, labels should include the number of standard drinks per con"
49,4,"pg, peg, exposure, susceptible, disclosing, reactions, issues","Reactions can range from mild skin irritation to more serious effects in susceptible individuals.<br/>&bull; Cumulative Exposure: PG and PEG are found in many products (e.g., foods, cosmetics, medications), so clear labeling helps consumers manage their total exposure, especially for those with health concerns.<br/>⸻<br/>2. Transparency and Informed Choice<br/>&bull; Right to Know: Consumers incre ||| Propylene glycol (PG) and polyethylene glycol (PEG) are chemical compounds used in various food and pharmaceutical products, including some alcoholic beverages, primarily as stabilizers, solvents, or carriers for flavorings. Disclosing these substances on alcoholic beverage labels is important for several reasons:<br/>⸻<br/>1. Consumer Health and Safety<br/>&bull; Allergic Reactions and Sensitivit ||| rare cases.<br/>&bull; Vulnerable Populations: Certain groups, such as children, pregnant individuals, or those with kidney or liver issues, may be more susceptible to effects from these compounds.<br/>⸻<br/>5. Environmental and Ethical Concerns<br/>&bull; Source of Ingredients: PEG and PG can be derived from petroleum-based sources. Environmentally conscious consumers may want to avoid products m"
48,4,"legal, grape, lawsuits, business, sometimes, requirement, eg","These requirements would be a tremendous burden to my small winery. We make honey wine in tiny batches that sometimes are only made once. Sometimes up to 24 different flavors in a single year. Needing to go through the testing and label requirements for every one of these that may only be a handful of cases would be very detrimental to my business. ||| As a small business just starting out in the grape and wine industry, this requirement puts yet another legal requirement on an already burdensome industry. Such a legal requirement would impose new costs (e.g., cost of laboratory assays to determine caloric content) and increase exposure to liability (e.g., fines or frivolous lawsuits related to the content of the labeling). The legal industry lo ||| lab testing can be costly, and ongoing compliance monitoring would add to operational burdens.<br/><br/>Standardization Challenges &ndash; Wine is a natural product with variations between vintages, grape varieties, and production methods. Unlike mass-produced beverages, small wineries may struggle to ensure that nutrition and alcohol content remain within consistent parameters across different bo"
47,4,"fda, coordinate, fop, asking, mandate, final, exempt","Alcohol product labeling is evolving. Non-alcoholic beers are a growing product category(1) and market research suggests that consumers find the definition of these products confusing.(2) In 2023, the World Health Organization called for updated labeling mandates to ensure potential consumers are not misled by product descriptors and to protect groups seeking to abstain from alcohol.(3) If the TTB ||| in asking the FDA to exempt beverage alcohol from any FOP labelling mandate, and that the FDA should coordinate the effective date of a final rule with any final rules emerging from the current TTB consultations. ||| on foods that must bear a Nutrition Facts label. Most beverages produced at breweries fall under the jurisdiction of the Alcohol and Tobacco Tax and Trade Bureau (TTB) and would not be subject to this rule. An FDA rule would, however, affect fermented grain products made without malted barley or hops. We support the position of the US Brewers Association in asking the FDA to exempt beverage alcoho"
46,4,"agritourism, rural, wineries, farmers, tourism, communities, vineyards","jobs, and tourism to often very economically stressed rural communities. Many other small businesses in those communities are dependent on the winery&#39;s presence, restaurants, hotels, bed and breakfast, events centers, and other agritourism based businesses are some examples. Placing these extra stresses on the wineries, but also endangers many supporting businesses dependent on the winery to b ||| supported by the tourism draw of the wineries. <br/><br/>The boon of agritourism is that it enables small farmers to expand their business and increase profits, while subsequently boosting many facets of the local economy. Visitors to local wineries dine in restaurants, stay in hotels, and shop in small businesses. Of note, this is particularly impactful in the rural communities that often encompa ||| in the USDA. It can be difficult to find out about or access federal resources. An Agritourism Act or other resources to aid with loans, grants, activities and best practices for vineyards and wineries would be a tremendous source of support for not just the farmers, vineyard and winery owners, but would be a benefit to the many other industries supported by the tourism draw of the wineries. <br/>"
45,4,"manufactures, doubt, benefit, 2015broverall, proving, stromberg, pay","Mandatory calorie and nutrition information on the labels of alcohol conflicts with the historical position of the TTB; the TTB considers alcohol is a non-essential beverage and does not allow statements of benefit concerning personal health. The addition of &quot;Nutrition&quot; information implies there is nutritional benefit to ingesting alcohol. In following federal and state level compliance  ||| alcohol manufactures (Stromberg 2015).<br/>Overall, if alcohol manufactures start proving nutritional facts on their products, I doubt anyone will pay attention to them, unless they really need to. Half the time people don&#39;t even look at the ingredients or nutritional value of potato chips, so why would people look at the back of an alcoholic bottle?<br/> ||| calories or any nutritional facts when they plan on drinking. Even if these changes are made, I doubt there would be a difference in the consumption of any alcoholic beverage. <br/>Alcoholic beverages are regulated by the Alcohol and Tobacco Tax and Trade Bureau (TTB), and they do not require any sort of nutritional labeling. But it is an option for alcohol manufactures (Stromberg 2015).<br/>Overa"
44,4,"prevention, utah, substance, cancers, hampshire, coalitions, harms","<br/>I have worked in the public health for the last 25 years, the latest 10 years of that has been in the field of alcohol policy. In 2019, New Hampshire had nearly 7 new cases of alcohol-associated cancers. According to the most recent data, the total cost of<br/>excessive drinking in New Hampshire is over $950 million. I support this rule because all other products consumers consume have nutrie ||| cardiovascular disease, and certain cancers. Overall, substance use prevention coalitions in Utah support this rule as a major step forward for transparency on alcoholic beverages that will allow consumers to make more informed choices about their alcohol purchases and how much they consume. ||| My name is Heidi Baxley, I am a licensed Substance Use Prevention Specialist and Chair of the Utah Prevention Coalition Association. Alcohol content labeling is a simple commonsense approach that increases consumer awareness of the contents of alcoholic beverages and promotes transparency, health, and safety. Excess alcohol consumption is associated with various harms including injuries, motor veh"
68,3,"br, winegrowing, 2021, california, sustainable, httpswwwsustainablewinegrowingorg, 2020","Statistics and Trends,&rdquo; https://publichealthscotland.scot <br/>- California Sustainable Winegrowing Alliance, 2021, &ldquo;Annual Sustainability Report,&rdquo; https://www.sustainablewinegrowing.org <br/>- European Journal of Public Health, 2020, &ldquo;Alcohol Tax Policy in Iceland,&rdquo; DOI:10.1093/eurpub/ckz185 <br/>- Democracy at Work Institute, 2020, &ldquo;Worker-Owned Business Data, ||| water usage by 15% in participating vineyards (source: California Sustainable Winegrowing Alliance, 2021, https://www.sustainablewinegrowing.org). <br/>- Proposal: Incorporate verifiable sustainability metrics in TTB labeling rules, giving producers the option to display recognized eco-certifications.<br/><br/>Alcohol Tax Reform (Iceland) <br/>- Scenario: Iceland&rsquo;s progressive tax structure, ||| Initiative (Scotland) <br/>- Scenario: Public Health Scotland found that clearer alcohol labeling helped reduce alcohol-related hospital admissions by 4% (source: Public Health Scotland, 2022, https://publichealthscotland.scot). <br/>- Proposal: Adopt similarly prominent health disclaimers in the U.S. context, aligning with TTB&rsquo;s efforts to include expanded warning text in labeling requireme"
77,3,"br, section, brbron, fee, comment, cdc, supporting","On behalf of Alcohol Justice Executive Director Cruz Avila, our comment is attached as a PDF. ||| emissions reduction guidance, https://www.epa.gov <br/><br/>On Proposed Section 7.3: <br/>- Question: &ldquo;Does TTB plan to offer fee waivers or tiered fee structures to smaller, minority-owned distilleries that adopt these new labeling requirements?&rdquo; <br/>- Supporting Evidence: Small Business Administration, 2022, minority business development report, https://www.sba.gov <br/><br/>On Prop ||| <br/>- Proposal: Explore targeted taxation strategies under TTB oversight that incentivize lower-alcohol or responsibly produced beverages.<br/><br/>Cooperative Brewing Ventures (Various U.S. States) <br/>- Scenario: Worker-owned breweries in Oregon and Colorado reported increased employee retention and community engagement (source: Democracy at Work Institute, 2020, https://institute.coop). <br/>"
76,3,"voluntary, less, overrun, signal, mirrors, brbr3, smoke","product. I urge the TTB to reject this rule and instead explore voluntary or digital disclosure methods that work for both consumers and the industry. ||| source of the products they are selling to them.<br/><br/>I believe that these changes are what should be the focus of the TTB to really shine the light on the smoke and mirrors that are currently being employed by far too many. ||| borne by small businesses in an industry of aggressive consolidative pressures and marketing obstacles. Small businesses cannot offset recurrent costs through economies of scale. Further, this cost overrun undermines the public benefit, such as through less consumer choice and signal noise. The proposal has not considered less burdensome alternatives such as voluntary and QR disclosures. <br/><br/"
75,3,"wineries, competition, big, winery, brands, 50000, brbrpaul","As a small winery owner this is an expensive and cost prohibitive proposal. If you want to do this maybe it should only apply to wineries producing more than 50,000 cases a year. <br/><br/>Paul Biane <br/>Biane Winery ||| per wine per vintage to thousands across multiple wines&mdash;pose a significant financial burden. Small wineries, already facing stiff competition, would find it even harder to sustain their operations under these additional pressures, as the costs are disproportionately higher for them compared to larger wineries, which can more easily absorb such expenses. ||| entering the market at the expense of big industrialized wineries who have scale. This only supports monopoly efforts of big wine brands to keep their brands from competition. This is anti competitive in nature and places more regulatory burdens on small businesses that should not exist in the first place"
74,3,"marketing, choice, door, forefront, chase, certainly, topics","alcoholic beverages, members of the industry are now faced with seemingly needing to also label with regard to the FDA and there is not enough room on the labels to include relevant marketing information, including product background and flavor profile - the two topics at the forefront of the typical US wine or specialized alcohol consumer. ||| information allows for accuracy and flexibility without forcing constant label reprints. This also avoids the need to &ldquo;freeze&rdquo; data on a printed label that may vary from vintage to vintage.<br/><br/>In short, this proposal creates more confusion than clarity, risks consumer misunderstanding, imposes high costs on producers, and opens the door to further overreach by treating alcohol as ||| marketing strategy and the more transparent the marketing has to be on the product, the more creative the manufacturing process will ultimately become to chase consumer preference trends which may certainly include alcohol content for their preferred BWS of choice. Having used alcohol content as an example, in the spirit of full transparency and improving consumer choice, the same can be said for "
73,3,"facility, grains, possibility, quotredistilled, scratch, incoming, brbrthere","The most important aspect to this is having producers list ALL ingredients within the containers, including any ingredients used to correct the look, smell, or taste of the product. American consumers deserve to know ALL ingredients used in their spirits so they know exactly what they are consuming, especially when today&rsquo;s industrial-grade ingredients are highly concentrated.<br/><br/>A perf ||| designate a difference between vodka made from purchased GNS and redistilled, vs one that would be made from grains from a mash. Potentially calling it a &quot;Redistilled Vodka&quot; or require the statement &quot;Redistilled from grain spirits&quot; on the labels. This would be incredibly easy to enforce as a simple visual inspection of the current at the distillery, and a look at incoming grain ||| at incoming grains to the facility, would indicate whether there is the possibility of it being generated from scratch. <br/><br/>There is too much confusion about what actually is made at a facility vs sourced and bottled, and there very little accountability to the places that claim to be &quot;grain to glass&quot; while they are blatantly lying to consumers about the source of the products they"
72,3,"mdash, work, change, large, smaller, label, legally","us to only print the amount of labels for one run of product instead of being able to purchase large volumes of labels for a specific brand.<br/><br/>At the absolute very least the idea of a QR code on a beer label if this is thrust upon us would help smaller entities adhere to the requirements and provide as accurate information as possible.<br/><br/>This requirement would be terrible for the sma ||| proposal would also create a logistical nightmare for the industry. Labels are already required to include a large amount of information &mdash; varietal, vintage, appellation, health warnings, alcohol content &mdash; and space is limited. For smaller bottles and unique designs, there is physically no room to add another standardized panel without removing existing legally required or brand elemen ||| I work in the beer industry. I welcome this discussion. However, I don&rsquo;t think the change in label requirements will have the desired effects proponents want. I think there will be significant unintended consequences that do not benefit the consumer and burden the manufacturer. <br/><br/>1. Most products could go into containers (boxes, wraps, etc&hellip;) that the TTB is unauthorized to reg"
71,3,"scotland, regulation, proposed, voluntary, facts, ttbrsquos, 30pxspanbrsufficiency","the regulatory climate of the current Administration and the higher bar facing TTB in a judicial review of its regulations.<span style='padding-left: 30px'></span><br/><br/>NABI respectfully recommends that the alcohol facts statements regulation remain as a voluntary statement that may appear on a label or is accessible to consumers by a Quick Response (QR) code. <br/><br/><span style='padding-le ||| the Alcohol Facts statement outlined in the proposed rulemaking. Complying with the proposed regulation would require us to incur upfront costs in terms of time and money; however, we appreciate the TTB&rsquo;s flexibility regarding nutrition labeling, COLA approval, thresholds, and nutrition testing. While we value the TTB&#39;s allowance for the alcohol facts label to be displayed linearly, util ||| 1. Summary of the Regulation <br/>This proposed TTB rule revises labeling, registration, and enforcement criteria for alcohol products to promote transparency on ingredients, health warnings, and environmental impact. By focusing on clear disclosures, it aims to advance consumer protection, facilitate equitable market access for small producers, and encourage more sustainable production practices."
70,3,"batch, product, seasonal, false, might, listed, even","way, or blended the same every year, the fluctuation in product never has the same nutritional profile. And if there&#39;s a deviation in the product verses what is listed on the label, becomes a logistical nightmare. The sugars might change, even if its by grams. Or the ABV might be a percent higher or lower than what&#39;s listed. Which then makes the labeling false, and opens up an entire can o ||| release weekly from our smaller system. Our State requires COLA approval even if the product is staying in state, so no matter what we would need to abide by this standard even for a 100 gallon batch of beer being sold in house only.<br/><br/>Also for labeled product us smaller brewers often have variances batch to batch, but this would require us to only print the amount of labels for one run of  ||| purchased from nearby orchards, supporting agricultural diversity and rural economies. Many producers do not have access to in-house laboratories and would be required to send each product&mdash;or in many cases, each vintage or seasonal batch&mdash;out for expensive third-party testing. This would be cost prohibitive for many and could discourage the use of varied, seasonal fruit that reflects an"
69,3,"same, even, tests, if, expected, they39re, there39s","As a small brewery owner this would be very expensive and overly burdensome as we make a lot of small batch pilot beers and offer them for sale direct to consumer. We do not have the ability to measure caloric content on finished product and would need to send samples out and wait for results back on beers that we release weekly from our smaller system. Our State requires COLA approval even if the ||| to submit a new label with any changes or updates to the &quot;facts&quot; would be extremely cost prohibitive. No batch is ever identical even if the beverage in question is made the same way, with the same fruits or grains, with the same yeasts, year in and year out. They&#39;re all different. They&#39;re always different. Not to mention with the smaller businesses, having to get these tests are ||| smaller businesses, having to get these tests are not in their budget, even if its expected in the range of 200-500 per sample, but if they have multiple flavors, or blends, or even lines of products, it&#39;s going to add up. There&#39;s no way to enforce it, either. Like most table wine labels, or wines that are made the same way, or blended the same every year, the fluctuation in product never "
59,3,"done, impact, while, dwi, highcaloriebralcohol, onbrldquodriving, intoxicatedrdquo","Impact of Labelling Alcoholic Beverages:<br/>According to Vasiljevic, M. et al. (2018), a randomized controlled trial found that when<br/>alcoholic beverages are labeled with clear information about Alcohol by Volume (ABV), and<br/>amount of pure alcohol content per serving, individuals aged 18-40 years, social and non-<br/>dependent drinkers are significantly less likely to select high strength d ||| either somewhat or strongly. Whereas, 72% to<br/>90% of respondents supported having more information on the labels, as it would impact their<br/>choice to purchase alcohol. A systematic review done in the UK also shows moderate evidence<br/>of labeling calories and ABV on purchasing choices of consumers, showing increased preference<br/>for alcoholic beverages with calorie count labels, and a red ||| high-calorie<br/>alcohol. While there is not much research done on evaluating the direct impact of labeling on<br/>&ldquo;Driving While Intoxicated&rdquo; (DWI) and alcohol related health issues among people in the US,<br/>The above evidence-based research shows the psychological impact of labelling on consumers<br/>purchasing and alcoholic beverage choices based on content, which in turn suggests"
67,3,"evidence, education, underserved, implicationsbrbrsupporting, historically, review, enhance","regulation under the Alcohol and Tobacco Tax and Trade Bureau.<br/>References: Edmunds, C. E. R., Gold, N., Burton, R., Smolar, M., Walmsley, M., Henn, C., Egan, M., Tran, A., Harper, H., Dale, M. K., Brown, H., Londakova, K., Sheron, N., &amp; Greaves, F. (2023). The effectiveness of alcohol label information for increasing knowledge and awareness: a rapid evidence review. BMC public health.2023< ||| historically underserved groups, understand new label content and health implications.<br/><br/>Supporting Evidence: Education campaigns enhance the impact of labeling and reduce disparities in knowledge. (Babor et al., The Lancet, 2022)<br/><br/>On Process for Ongoing Review and Update<br/><br/>Comment: Establish a process for periodic, evidence-based review and updating of labeling and advertisi ||| with World Health Organization and Codex Alimentarius standards where possible, to facilitate trade, improve public health, and maintain U.S. leadership in evidence-based alcohol regulation.<br/><br/>Supporting Evidence: International alignment improves regulatory efficacy and market efficiency. (WHO Global Alcohol Strategy, 2018)<br/><br/>On Consumer Education and Public Engagement<br/><br/>Comme"
66,3,"463, 29, farm, policies, al, et, us","v. State Farm, 463 U.S. 29 (1983); Michigan v. EPA, 576 U.S. 743, 752&ndash;53 (2015)<br/> https://www.researchgate.net/publication/225709127_What_you_see_may_not_be_what_you_get_Asking_consumers_what_matters_may_not_reflect_what_they_choose <br/> Sunstein, Cass R. &quot;The limits of quantification.&quot; Calif. L. Rev. 102 (2014): 1369.(The marginal utility of disclosure declines when consumer t ||| that similar regulations have disparate impacts on socioeconomic groups, including gender, race, and ethnicity. <br/><br/>Babor, T. et al. (2010). Alcohol: No Ordinary Commodity (2nd ed.), Oxford University Press, Ch. 11 [equating alcohol to food may send conflicting messages about healthful diet]<br/> American Radio Relay League, Inc. v. FCC, 524 F.3d 227, 247 (D.C. Cir. 2008)<br/> State Farm Mut ||| Co. v. DOT, 463 U.S. 29, 43 (1983)<br/> Anderson, Peter et al. &ldquo;Effectiveness and cost-effectiveness of policies and programmes to reduce the harm caused by alcohol.&rdquo; Lancet (London, England) vol. 373,9682 (2009): 2234-46. doi:10.1016/S0140-6736(09)60744-3; Crain, W. M., &amp; Crain, N. V. (2010). The Impact of Regulatory Costs on Small Firms. SBA Office of Advocacy Report.<br/>https:/"
65,3,"comment, attached, medicine, physicians, committee, please, letter",Please see our comment letter attached. ||| Attached please find a comment from the Physicians Committee for Responsible Medicine. ||| See attached for comment from Center for Science in the Public Interest
64,3,"am, writing, express, georgiarsquos, wine, challenges, small","As the proprietor, I am writing to express my concerns regarding the Alcohol and Tobacco Tax and Trade Bureau&rsquo;s (TTB) proposed rule, Notice No. 237 and Notice No. 238, which would mandate the inclusion of &ldquo;Alcohol Facts&rdquo; statements on wine labels. While I support initiatives that promote informed consumer choices, I am apprehensive about the economic and operational challenges th ||| Please do not require more government info printed on the wine labels. If needed, perhaps add QR codes to convey the necessary info. Small wineries still create works of art, thank goodness. Your job is to help them remain in compliance by keeping it as simple and clear as you can. Thanks for listening. ||| As the owner of a small winery, I am writing to express concern about the proposed changes related to mandatory Alcohol Facts labeling. While I understand and support transparency for consumers, I urge the TTB to consider the unique challenges these changes would pose for small producers like us.<br/><br/>Many small wineries, including mine, purchase labels in bulk to manage costs. The current opt"
63,3,"exemption, clarify, continue, business, import, bottlingcase, panelbrbrwhile","cases of a vintage imported once.<br/>&bull;<span style='padding-left: 30px'></span>whether there will be any exemptions for small producers similar to the US FDA/CFSAN - Small Business Nutrition Labeling Exemption. <br/>&bull;<span style='padding-left: 30px'></span>TTB should add a Small Business Nutrition Labeling Exemption to enable micro-producers of craft spirits to continue to offer their pr ||| style='padding-left: 30px'></span>Additionally, TTB should clarify exactly what specific Alcohol Facts information will be required on the panel.<br/><br/>While we are not opposed to adding Alcohol Facts that will improve consumer understanding of alcohol beverage products and allow them to make better informed decisions, we do urge the TTB to consider adding a Small Business Labeling Exemption, a ||| exemption for limited bottling/case imports to allow artisanal, family-owned and operated producers such as those we import to continue being able to offer their products to US consumers at competitive prices.<br/><br/>In addition, we urge TTB to clarify the proposed regulations to allow us as a small business to better understand and anticipate the impact these proposed Alcohol Facts panels will "
62,3,"dualcolumn, per, mandatorybrthe, labelsmdashshowing, context, allows, voluntary","Dual-Column Labeling Mandatory:<br/>The current proposal allows for voluntary dual-column labeling. However, mandatory dual-column labels&mdash;showing nutrition information per serving and per container&mdash;are critical, particularly for multi-serving containers such as bottles of wine or large malt beverages. Consumers often consume the entire container, and per-serving-only labeling may misle ||| Advice:<br/>Consumers need more than nutrient data&mdash;they need context. To help consumers understand how much alcohol they are actually consuming, labels should include the number of standard drinks per container and a statement of the Dietary Guidelines for Americans&#39; advice on moderate drinking. This will help align consumer behavior with public health recommendations and provide essenti ||| My name is Terrence Spain, and I am a public health professional and a parent. Excess alcohol usage among adults and easy access to alcohol by youth is a major issue in my area of the country and contributes to poor school attendance, juvenile crime, domestic violence, and alcohol related car crashes. I agree that alcohol labeling is in important, but I also want to ensure that the labels clearly "
61,3,"communities, strategy, help, education, issuesbrrecommendationsbrintegrating, competency, makebrinformed","communities, causing them to face<br/>alcohol-related health issues.<br/>Recommendations:<br/>Integrating linguistic competency in the labels would help communities that don&rsquo;t have literacy<br/>in English understand the information on the labels. Having alcohol facts panels on labels in<br/>different commonly spoken languages in the US would help people understand it and make<br/>informed he ||| reduction in driving under the influence and health<br/>issue prevalence due to alcohol consumption. While labeling alcoholic beverages alone<br/>cannot eliminate the issue of impaired driving, it can be a valuable evidence-informed strategy to<br/>complement other policy tools such as age limits, taxes, and enforcement to help people make<br/>Informed health choices.<br/>Addressing Health Equity: ||| an equitable and<br/>low-cost strategy in bridging the information gap.10 Rural and low-income communities often lack<br/>access to resources and education. Labeling helps people from all socioeconomic and<br/>educational backgrounds stay informed about alcohol risks through clear information on labels of<br/>alcoholic beverages.12 If standardized labels are not clearly presented, it would perpetu"
